"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2015","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2016","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2017","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2018","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2019","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2020","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2021","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2022","Essex, Ontario","2011A00053537016","Rate","257","units","0","v53843502","132","","F","","","1"
"2014","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","13.1","","","","1"
"2015","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","21.0","","","","1"
"2016","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","27.8","","","","1"
"2017","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","25.4","","","","1"
"2018","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","21.8","","","","1"
"2019","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","26.8","","","","1"
"2020","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","27.3","","","","1"
"2021","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","18.4","","","","1"
"2022","Estevan, Saskatchewan","2011S0504750","Rate","257","units","0","v733409","24","16.2","","","","1"
"2014","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2015","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2016","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2017","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2018","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2019","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2020","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2021","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2022","Foothills No. 13, Alberta","4806001","Rate","257","units","0","v53843503","133","","F","","","1"
"2014","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","2.5","","","","1"
"2015","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","12.2","","","","1"
"2016","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","30.8","","","","1"
"2017","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","18.9","","","","1"
"2018","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","16.3","","","","1"
"2019","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","13.4","","","","1"
"2020","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","11.2","","","","1"
"2021","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","12.7","","","","1"
"2022","Fort St. John, British Columbia","2011S0504977","Rate","257","units","0","v733411","26","10.6","","","","1"
"2014","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","1.2","","","","1"
"2015","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","2.8","","","","1"
"2016","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","4.2","","","","1"
"2017","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","3.3","","","","1"
"2018","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","6.6","","","","1"
"2019","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","9.2","","","","1"
"2020","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","8.5","","","","1"
"2021","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","7.3","","","","1"
"2022","Gander, Newfoundland and Labrador","2011A00051006009","Rate","257","units","0","v733412","27","3.0","","","","1"
"2014","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","6.0","","","","1"
"2015","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","3.8","","","","1"
"2016","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","5.9","","","","1"
"2017","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","1.4","","","","1"
"2018","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","1.2","","","","1"
"2019","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","2.0","","","","1"
"2020","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","2.0","","","","1"
"2021","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","0.8","","","","1"
"2022","Gaspé, Quebec","2011A00052403005","Rate","257","units","0","v733480","28","0.0","","","","1"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","3.5","","","","1"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","2.0","","","","1"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","2.2","","","","1"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","8.4","","","","1"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","3.7","","","","1"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","7.1","","","","1"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","9.9","","","","1"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","3.3","","","","1"
"2022","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Rate","257","units","0","v733414","30","3.4","","","","1"
"2014","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","3.2","","","","1"
"2015","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","5.5","","","","1"
"2016","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","1.8","","","","1"
"2017","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","1.1","","","","1"
"2018","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","0.0","","","","1"
"2019","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","0.7","","","","1"
"2020","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","0.4","","","","1"
"2021","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","0.4","","","","1"
"2022","Gravenhurst, Ontario","2011A00053544002","Rate","257","units","0","v42136020","119","1.3","","","","1"
"2014","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","1.2","","","","1"
"2015","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","1.3","","","","1"
"2016","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","0.6","","","","1"
"2017","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","2.9","","","","1"
"2018","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","0.3","","","","1"
"2019","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","0.6","","","","1"
"2020","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","5.0","","","","1"
"2021","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","1.3","","","","1"
"2022","Greater Napanee, Ontario","2011A00053511015","Rate","257","units","0","v20662175","103","","F","","","1"
"2014","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","","F","","","1"
"2015","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","3.0","","","","1"
"2016","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","1.4","","","","1"
"2017","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","0.0","","","","1"
"2018","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","0.0","","","","1"
"2019","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","0.0","","","","1"
"2020","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","0.0","","","","1"
"2021","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","2.0","","","","1"
"2022","Haldimand, Ontario","3528018","Rate","257","units","0","v53843491","134","7.6","","","","1"
"2014","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2015","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2016","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2017","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2018","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","2.2","","","","1"
"2019","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2020","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2021","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2022","Hanover, Manitoba","2011A00054602041","Rate","257","units","0","v42136019","120","","F","","","1"
"2014","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","3.9","","","","1"
"2015","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","","F","","","1"
"2016","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","9.8","","","","1"
"2017","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","3.1","","","","1"
"2018","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","0.8","","","","1"
"2019","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","1.5","","","","1"
"2020","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","","F","","","1"
"2021","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","2.5","","","","1"
"2022","Hawkesbury, Ontario part, Ontario/Quebec","2011S050635502","Rate","257","units","0","v733417","34","0.2","","","","1"
"2014","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","7.6","","","","1"
"2015","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","11.0","","","","1"
"2016","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","10.0","","","","1"
"2017","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","","F","","","1"
"2018","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","","F","","","1"
"2019","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","3.1","","","","1"
"2020","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","","F","","","1"
"2021","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","0.8","","","","1"
"2022","High River, Alberta","2011S0504821","Rate","257","units","0","v53843504","135","0.0","","","","1"
"2014","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","","F","","","1"
"2015","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","3.2","","","","1"
"2016","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","1.8","","","","1"
"2017","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","2.9","","","","1"
"2018","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","1.0","","","","1"
"2019","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","1.8","","","","1"
"2020","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","0.9","","","","1"
"2021","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","0.0","","","","1"
"2022","Huntsville, Ontario","2011A00053544042","Rate","257","units","0","v733482","35","0.0","","","","1"
"2014","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","6.5","","","","1"
"2015","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","5.2","","","","1"
"2016","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","","F","","","1"
"2017","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","","F","","","1"
"2018","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","2.2","","","","1"
"2019","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","0.7","","","","1"
"2020","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","","F","","","1"
"2021","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","","F","","","1"
"2022","Ingersoll, Ontario","2011S0504533","Rate","257","units","0","v20662176","104","3.0","","","","1"
"2014","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","7.4","","","","1"
"2015","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","5.5","","","","1"
"2016","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","5.2","","","","1"
"2017","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","5.2","","","","1"
"2018","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","2.2","","","","1"
"2019","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","1.4","","","","1"
"2020","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","0.6","","","","1"
"2021","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","0.4","","","","1"
"2022","Joliette, Quebec","2011S0504456","Rate","257","units","0","v733419","36","1.1","","","","1"
"2014","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","3.4","","","","1"
"2015","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","2.6","","","","1"
"2016","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","1.3","","","","1"
"2017","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","3.2","","","","1"
"2018","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","","F","","","1"
"2019","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","5.0","","","","1"
"2020","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","1.4","","","","1"
"2021","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","2.3","","","","1"
"2022","Kenora, Ontario","2011S0504598","Rate","257","units","0","v733420","38","","F","","","1"
"2014","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","5.5","","","","1"
"2015","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","5.7","","","","1"
"2016","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","5.3","","","","1"
"2017","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","3.2","","","","1"
"2018","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","2.0","","","","1"
"2019","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","1.1","","","","1"
"2020","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","2.1","","","","1"
"2021","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","1.2","","","","1"
"2022","Kentville, Nova Scotia","2011S0504210","Rate","257","units","0","v733421","39","1.2","","","","1"
"2014","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","8.9","","","","1"
"2015","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","4.8","","","","1"
"2016","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","2.6","","","","1"
"2017","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","0.0","","","","1"
"2018","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","","F","","","1"
"2019","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","0.0","","","","1"
"2020","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","","F","","","1"
"2021","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","0.0","","","","1"
"2022","Kincardine, Ontario","2011A00053541024","Rate","257","units","0","v53843505","136","0.0","","","","1"
"2014","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","0.9","","","","1"
"2015","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","2.1","","","","1"
"2016","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","1.8","","","","1"
"2017","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","0.8","","","","1"
"2018","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","0.0","","","","1"
"2019","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","1.0","","","","1"
"2020","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","1.0","","","","1"
"2021","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","0.0","","","","1"
"2022","Kings Subdivision, Ontario","3532038","Rate","257","units","0","v53843506","137","0.0","","","","1"
"2014","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","12.7","","","","1"
"2015","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","12.8","","","","1"
"2016","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","6.8","","","","1"
"2017","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","10.9","","","","1"
"2018","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","","F","","","1"
"2019","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","","F","","","1"
"2020","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","5.4","","","","1"
"2021","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","","F","","","1"
"2022","La Tuque, Quebec","2006S0504446","Rate","257","units","0","v733426","44","3.8","","","","1"
"2014","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","7.4","","","","1"
"2015","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","6.7","","","","1"
"2016","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","6.0","","","","1"
"2017","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","6.8","","","","1"
"2018","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","3.6","","","","1"
"2019","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","2.2","","","","1"
"2020","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","","F","","","1"
"2021","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","1.6","","","","1"
"2022","Lachute, Quebec","2011S0504468","Rate","257","units","0","v733425","43","1.2","","","","1"
"2014","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","0.0","","","","1"
"2015","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","3.4","","","","1"
"2016","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","10.5","","","","1"
"2017","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","15.7","","","","1"
"2018","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","7.6","","","","1"
"2019","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","5.6","","","","1"
"2020","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","9.4","","","","1"
"2021","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","4.4","","","","1"
"2022","Lacombe, Alberta","2011S0504832","Rate","257","units","0","v53843507","138","2.2","","","","1"
"2014","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2015","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2016","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2017","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2018","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2019","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2020","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2021","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2022","Lacombe County, Alberta","2011A00054808022","Rate","257","units","0","v53843508","139","","F","","","1"
"2014","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","4.7","","","","1"
"2015","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","5.1","","","","1"
"2016","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","1.0","","","","1"
"2017","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","3.8","","","","1"
"2018","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","","F","","","1"
"2019","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","","F","","","1"
"2020","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","","F","","","1"
"2021","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","","F","","","1"
"2022","Lambton Shores, Ontario","2011A00053538040","Rate","257","units","0","v20662177","105","4.9","","","","1"
"2014","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","2.3","","","","1"
"2015","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","6.7","","","","1"
"2016","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","2.3","","","","1"
"2017","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","2.6","","","","1"
"2018","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","0.5","","","","1"
"2019","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","1.3","","","","1"
"2020","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","0.8","","","","1"
"2021","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","0.5","","","","1"
"2022","Leamington, Ontario","2011S0504557","Rate","257","units","0","v733427","45","1.9","","","","1"
"2014","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","6.1","","","","1"
"2015","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","3.3","","","","1"
"2016","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","3.3","","","","1"
"2017","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","1.8","","","","1"
"2018","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","0.0","","","","1"
"2019","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","0.0","","","","1"
"2020","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","0.0","","","","1"
"2021","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","0.8","","","","1"
"2022","Les Îles-de-la-Madeleine, Quebec","2011A00052401023","Rate","257","units","0","v53843509","140","1.0","","","","1"
"2014","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","3.8","","","","1"
"2015","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","13.7","","","","1"
"2016","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","25.4","","","","1"
"2017","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","17.5","","","","1"
"2018","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","11.4","","","","1"
"2019","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","12.5","","","","1"
"2020","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","5.0","","","","1"
"2021","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","7.2","","","","1"
"2022","Lloydminster, Saskatchewan/Alberta","2011S0504840","Rate","257","units","0","v733430","47","7.8","","","","1"
"2014","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2015","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2016","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2017","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2018","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2019","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2020","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2021","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2022","Lunenburg, Nova Scotia","2011A00051206001","Rate","257","units","0","v53843510","141","","F","","","1"
"2014","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2015","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2016","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2017","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2018","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2019","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2020","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2021","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2022","Mackenzie No. 23, Alberta","4817095","Rate","257","units","0","v53843511","142","","F","","","1"
"2014","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","3.7","","","","1"
"2015","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","5.6","","","","1"
"2016","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","6.7","","","","1"
"2017","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","5.9","","","","1"
"2018","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","3.4","","","","1"
"2019","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","2.9","","","","1"
"2020","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","1.6","","","","1"
